Record_ID,Year,Season,Crop,State,Farm_Size_Category,Area_Hectares,Soil_Type,Soil_pH,Seed_Variety,Irrigation_Method,Rainfall_mm,Temperature_C,Humidity_pct,Fertilizer_kg_per_ha,Pesticide_kg_per_ha,Water_Usage_mm,Water_Efficiency,Labor_Hours_per_ha,Yield_tonnes_per_ha,Production_tonnes,Market_Price_per_ton,Storage_Loss_pct,Revenue_INR,Cost_INR,Profit_INR,Disease_Incidence_pct,Pest_Incidence_pct
111,2024,Rabi,Rice,Bihar,Small,4.26,Loamy,6.47,Traditional,Drip,118.2,27.4,53.8,93.0,5.16,194.6,2.718,317.0,5.29,22.54,1973.4,9.4,40301.27,186898.83,-146597.56,20.3,18.3
112,2024,Rabi,Groundnut,Bihar,Small,3.1,Loamy,6.86,Traditional,Canal,138.2,18.4,41.3,125.4,6.67,274.6,1.145,196.0,3.145,9.75,1923.8,11.73,16557.8,142586.63,-126028.83,22.2,13.4
113,2021,Kharif,Sugarcane,Chhattisgarh,Large,3.35,Loamy,6.58,High-Yield Variety,Borewell,853.7,25.7,80.0,108.3,4.53,641.7,5.263,94.0,,113.13,1845.3,8.88,190226.16,158099.15,32127.01,39.5,42.5
114,2023,Rabi,Rice,West Bengal,Small,1.93,Black,6.25,High-Yield Variety,Drip,169.7,15.6,63.2,88.6,3.45,182.3,3.094,307.0,5.641,10.89,2204.7,5.29,22740.21,91904.16,-69163.95,20.0,20.1
115,2024,Kharif,Mustard,West Bengal,Small,1.36,Sandy,6.19,High-Yield Variety,Rainfed,753.4,27.5,82.8,133.6,4.68,297.4,0.808,364.0,2.403,3.27,1832.7,9.46,5426.28,77139.09,-71712.81,41.5,25.9
116,2024,Kharif,Barley,Uttar Pradesh,Medium,2.34,Clay,7.23,Traditional,Rainfed,763.1,27.5,79.4,143.8,2.82,236.1,1.822,254.0,4.301,10.06,,5.57,17087.44,117313.06,-100225.62,33.7,28.9
117,2022,Rabi,Rice,Bihar,Medium,2.63,Alluvial,6.65,Traditional,,183.2,20.1,54.1,106.3,5.03,309.8,1.836,349.0,,14.96,2252.2,6.81,31398.68,112880.16,-81481.48,22.1,17.7
118,2021,Kharif,Maize,Chhattisgarh,Small,2.03,Loamy,6.96,High-Yield Variety,Sprinkler,781.8,24.8,75.9,138.9,3.47,385.9,1.702,245.0,6.569,13.34,1874.6,9.07,22738.88,102013.8,-79274.92,47.7,41.1
119,2024,Rabi,Groundnut,Chhattisgarh,Small,2.63,Black,6.87,Traditional,Rainfed,200.5,21.1,50.7,108.8,3.97,189.3,1.305,374.0,,6.5,2011.0,9.14,11877.3,115898.31,-104021.01,30.6,20.8
120,2021,Kharif,Sugarcane,Jharkhand,Large,0.84,Alluvial,6.5,Traditional,Canal,679.6,29.3,78.4,149.6,4.26,482.6,7.458,291.0,35.989,30.23,1961.0,6.62,55355.44,43001.43,12354.01,41.5,31.4
121,2023,Kharif,Wheat,Chhattisgarh,Large,1.12,Sandy,6.65,Traditional,Canal,741.5,28.6,72.9,184.9,3.64,500.1,0.961,351.0,4.808,5.39,1804.2,7.01,9042.81,66729.44,-57686.63,49.5,35.2
122,2023,Kharif,Sugarcane,Uttar Pradesh,Medium,0.52,Alluvial,5.75,High-Yield Variety,Canal,754.4,26.5,77.0,146.3,5.66,568.3,6.194,413.0,35.204,18.31,1915.5,7.07,32591.53,40384.24,-7792.71,45.2,35.2
123,2022,Kharif,Maize,Punjab,Small,0.57,Sandy,7.24,Traditional,Rainfed,684.1,28.6,75.7,160.1,6.18,281.1,2.153,224.0,6.054,3.45,1749.1,7.13,5604.4,40440.17,-34835.77,40.2,38.4
124,2023,Kharif,Wheat,Bihar,Small,1.11,Sandy,5.85,High-Yield Variety,Canal,676.2,26.4,77.6,172.8,3.52,519.0,1.097,314.0,5.691,6.32,1826.5,10.08,10379.33,63066.71,-52687.38,43.5,42.6
125,2021,Rabi,Barley,Assam,Small,1.94,Loamy,6.39,Traditional,Drip,224.4,20.0,60.5,129.0,5.16,225.3,2.178,285.0,4.905,9.52,1921.5,7.94,16839.84,83212.77,-66372.93,30.8,29.8
126,2023,Zaid,Wheat,Jharkhand,Large,2.04,Alluvial,6.47,High-Yield Variety,Rainfed,131.2,32.2,45.4,76.1,0.64,181.8,1.692,290.0,3.077,6.28,2108.9,4.44,12656.18,86978.78,-74322.6,24.1,22.0
127,2021,Zaid,Rice,Uttar Pradesh,Medium,3.1,Alluvial,6.8,Traditional,Canal,27.6,32.9,48.2,60.7,2.46,197.5,2.105,428.0,4.157,12.89,1703.6,9.51,19870.41,132723.55,-112853.14,25.0,17.7
128,2023,Kharif,Barley,Assam,Small,2.53,Loamy,6.91,High-Yield Variety,Borewell,877.9,29.2,70.2,133.4,5.79,522.9,0.924,243.0,4.832,12.23,1702.5,9.22,18901.77,120907.46,-102005.69,42.2,27.8
129,2021,Rabi,Sugarcane,Jharkhand,Small,2.6,Alluvial,6.27,High-Yield Variety,Canal,198.3,18.8,53.6,122.8,3.81,356.2,8.712,338.0,31.036,80.69,2009.8,6.87,151037.25,113931.58,37105.67,19.3,18.2
130,2021,Rabi,Mustard,Punjab,Medium,2.62,Clay,6.55,Traditional,Sprinkler,192.2,20.8,51.6,110.3,1.94,239.1,1.305,166.0,3.12,8.17,2080.3,5.19,16114.47,115437.02,-99322.55,10.7,7.5
131,2023,Rabi,Mustard,Uttar Pradesh,Large,2.79,Loamy,6.75,Traditional,Canal,318.5,21.3,60.7,167.6,3.05,323.0,0.995,416.0,3.213,8.96,2170.3,4.91,18490.64,122220.35,-103729.71,25.9,22.4
132,2024,Rabi,Mustard,Bihar,Small,1.8,Sandy,6.49,High-Yield Variety,,115.7,23.1,73.0,117.3,2.37,208.1,1.572,251.0,3.271,5.89,2248.1,4.15,12692.29,89739.26,-77046.97,24.7,19.8
133,2023,Kharif,Groundnut,West Bengal,Small,2.94,Sandy,7.18,High-Yield Variety,Borewell,786.9,27.9,91.5,178.3,2.05,530.3,0.726,401.0,3.85,11.32,1767.3,10.21,17962.46,149531.74,-131569.28,30.9,20.2
134,2024,Kharif,Rice,Jharkhand,Medium,2.61,Sandy,6.7,High-Yield Variety,Drip,768.9,28.1,75.1,64.9,3.39,327.4,1.996,236.0,6.533,17.05,1882.9,7.32,29753.17,131240.03,-101486.86,33.7,23.1
135,2022,Kharif,Sugarcane,West Bengal,Medium,3.48,Loamy,6.34,Traditional,Borewell,887.4,28.8,82.0,112.7,4.66,669.0,4.95,369.0,33.117,115.25,1712.6,7.29,182991.57,168222.13,14769.44,38.1,28.8
136,2023,Kharif,Wheat,Uttar Pradesh,Small,2.57,Alluvial,6.1,Traditional,Canal,791.0,20.7,79.9,121.9,3.34,507.0,1.102,499.0,5.585,14.35,1638.3,7.11,21837.62,133820.3,-111982.68,63.1,56.8
137,2022,Zaid,Sugarcane,West Bengal,Small,2.07,Alluvial,7.24,Traditional,Canal,5.0,35.3,54.8,,0.92,272.8,9.045,367.0,24.671,51.07,1336.2,7.36,63218.43,94012.15,-30793.72,13.2,10.8
138,2024,Rabi,Mustard,Assam,Medium,3.41,Sandy,7.08,Traditional,Rainfed,192.2,20.7,53.2,108.6,2.41,173.4,1.346,347.0,2.335,7.96,1785.2,7.54,13138.07,147951.93,-134813.86,9.5,9.9
139,2021,Kharif,Soybean,Uttar Pradesh,Medium,1.98,Loamy,6.07,High-Yield Variety,Borewell,758.1,27.6,83.6,181.5,2.94,556.3,0.692,413.0,3.847,7.62,1903.4,9.05,13191.07,108565.29,-95374.22,44.3,31.7
140,2023,Kharif,Groundnut,Bihar,Small,5.51,Loamy,6.94,High-Yield Variety,Borewell,797.1,28.6,87.8,114.9,4.19,561.9,0.688,385.0,3.867,21.31,1921.3,5.27,38785.1,269780.53,-230995.43,32.5,28.0
141,2024,Zaid,Rice,Punjab,Small,1.15,Loamy,7.01,High-Yield Variety,Rainfed,118.0,31.0,33.5,153.7,4.05,113.1,3.084,325.0,3.488,4.01,1448.1,8.74,5299.31,51125.66,-45826.35,29.2,28.4
142,2024,Zaid,Groundnut,Uttar Pradesh,Small,2.57,Alluvial,6.61,High-Yield Variety,Canal,153.3,33.6,40.1,87.3,2.87,297.0,1.066,283.0,3.165,8.13,1553.9,7.41,11697.02,106186.73,-94489.71,31.0,21.0
143,2023,Rabi,Barley,Jharkhand,Small,1.92,Alluvial,7.33,Traditional,Sprinkler,231.5,17.8,59.0,120.0,3.52,303.0,1.523,376.0,4.615,8.86,2153.4,11.71,16844.8,80451.9,-63607.1,12.5,8.2
144,2023,Kharif,Wheat,Assam,Medium,2.4,Sandy,6.84,High-Yield Variety,Canal,771.2,31.6,74.8,114.7,2.73,537.4,1.028,192.0,5.522,13.25,1614.7,3.72,20598.14,123465.21,-102867.07,29.4,23.3
145,2023,Rabi,Barley,West Bengal,Large,3.1,Loamy,6.59,Traditional,Canal,290.2,19.3,62.9,138.0,3.33,316.6,1.498,268.0,4.744,14.71,2274.8,7.01,31115.83,140332.45,-109216.62,17.0,15.2
146,2024,Kharif,Maize,Assam,Small,1.07,Alluvial,6.39,Traditional,Canal,836.6,29.0,72.9,103.5,3.9,544.8,1.146,244.0,6.242,6.68,1741.0,7.33,10777.38,62632.7,-51855.32,52.6,53.6
147,2021,Kharif,Wheat,Assam,Large,0.69,Clay,6.98,High-Yield Variety,Borewell,792.5,32.1,72.2,164.7,3.11,583.3,0.892,372.0,5.204,3.59,1761.9,4.71,6027.72,53915.57,-47887.85,42.2,37.4
148,2021,Zaid,Rice,Uttar Pradesh,Small,1.02,Sandy,6.06,High-Yield Variety,Sprinkler,79.1,36.1,46.2,130.9,3.17,226.6,1.682,352.0,3.812,3.89,1635.1,8.24,5836.06,53323.39,-47487.33,43.7,44.8
149,2024,Kharif,Wheat,Chhattisgarh,Small,1.56,Alluvial,6.43,High-Yield Variety,Canal,875.3,30.3,84.4,162.5,3.6,535.9,0.946,308.0,5.068,7.91,1770.6,6.78,13056.26,80569.38,-67513.12,42.5,34.3
150,2023,Kharif,Barley,West Bengal,Small,3.01,Black,6.5,High-Yield Variety,Canal,777.8,29.5,72.6,142.5,4.46,512.4,0.917,269.0,4.698,14.14,2150.2,7.94,27989.98,153406.03,-125416.05,43.6,40.6
151,2022,Rabi,Soybean,Bihar,Small,1.54,Alluvial,6.36,High-Yield Variety,Canal,235.0,22.0,50.2,108.2,3.7,358.2,0.989,331.0,,5.45,1997.8,5.14,10328.95,73132.2,-62803.25,27.2,23.0
152,2022,Rabi,Mustard,Jharkhand,Large,2.08,Alluvial,6.29,High-Yield Variety,Canal,202.4,20.3,63.1,93.3,3.93,415.4,0.586,248.0,2.432,5.06,1858.7,2.37,9181.58,94202.9,-85021.32,16.3,14.3
153,2023,Kharif,Mustard,Chhattisgarh,Small,4.08,Alluvial,6.12,High-Yield Variety,Borewell,616.0,32.7,79.5,126.2,6.1,504.5,0.461,305.0,2.326,9.49,2101.5,8.44,18259.93,210178.4,-191918.47,50.3,34.9
154,2021,Kharif,Barley,Uttar Pradesh,Small,2.48,Loamy,6.61,Traditional,Drip,740.1,28.5,71.2,,4.22,376.5,1.255,312.0,4.726,11.72,2191.7,6.89,23917.25,131401.55,-107484.3,38.5,23.5
155,2021,Rabi,Rice,Uttar Pradesh,Small,4.0,Clay,5.86,Traditional,Drip,275.9,24.0,63.2,64.3,1.88,200.9,2.577,248.0,5.177,20.71,2131.8,9.19,40094.25,164923.7,-124829.45,22.8,20.3
156,2022,Rabi,Mustard,Odisha,Large,1.67,Sandy,6.33,Traditional,Canal,269.0,21.6,62.3,96.7,3.07,303.0,1.081,261.0,3.276,5.47,2362.8,8.78,11789.26,85551.29,-73762.03,23.1,21.1
157,2024,Rabi,Groundnut,Uttar Pradesh,Large,2.72,Loamy,6.27,High-Yield Variety,Borewell,267.3,25.0,58.3,169.6,3.44,377.6,0.957,377.0,3.614,9.83,2132.4,5.29,19851.41,125364.82,-105513.41,20.3,20.6
158,2024,Zaid,Maize,Assam,Small,4.39,Clay,6.97,High-Yield Variety,Rainfed,237.6,31.9,38.8,144.9,1.35,203.9,2.105,214.0,4.291,18.84,1467.2,11.93,24343.1,180998.22,-156655.12,6.0,4.7
159,2022,Kharif,Wheat,Bihar,Medium,3.48,Clay,6.48,High-Yield Variety,Sprinkler,789.3,28.6,76.3,97.7,3.55,415.9,1.4,333.0,5.82,20.26,1848.8,5.4,35432.1,164579.97,-129147.87,27.4,26.4
160,2023,Kharif,Sugarcane,Assam,Medium,2.93,Alluvial,6.7,High-Yield Variety,Sprinkler,847.9,26.7,69.2,147.2,3.35,484.0,7.831,540.0,37.9,111.05,1641.4,4.66,173776.86,152580.52,21196.34,35.4,23.8
161,2023,Kharif,Groundnut,Assam,Small,3.36,Sandy,6.95,Traditional,Sprinkler,746.7,26.8,81.4,115.9,6.38,414.9,1.05,392.0,4.358,14.64,2022.4,4.6,28247.13,174802.3,-146555.17,40.8,37.2
162,2024,Zaid,Soybean,Assam,Medium,2.61,Alluvial,6.93,Traditional,Rainfed,35.5,38.1,42.5,151.6,3.44,193.9,1.443,192.0,2.798,7.3,1980.8,10.12,12996.89,102368.05,-89371.16,28.5,30.9
163,2023,Rabi,Maize,Jharkhand,Small,1.42,Clay,6.95,High-Yield Variety,Borewell,286.5,21.2,50.3,151.5,3.63,411.3,1.286,253.0,5.288,7.51,1920.3,8.52,13192.51,69937.54,-56745.03,20.0,16.6
164,2022,Kharif,Barley,Uttar Pradesh,Medium,1.37,Loamy,6.07,High-Yield Variety,Drip,790.9,31.7,77.5,95.3,3.93,353.8,1.647,357.0,5.826,7.98,1676.8,7.77,12341.02,71807.79,-59466.77,43.9,38.4
165,2021,Rabi,Maize,Odisha,Small,3.27,Black,6.29,High-Yield Variety,Borewell,168.5,17.0,53.3,102.9,1.38,279.9,1.726,378.0,4.831,15.8,1942.3,5.94,28865.71,142301.06,-113435.35,23.0,16.5
166,2021,Rabi,Maize,Chhattisgarh,Medium,3.78,Sandy,5.78,High-Yield Variety,Rainfed,215.0,24.4,60.3,101.0,3.95,184.5,2.249,394.0,4.149,15.68,2257.9,7.93,32595.05,176047.06,-143452.01,13.0,10.7
167,2022,Rabi,Groundnut,Punjab,Small,1.62,Clay,6.6,High-Yield Variety,Sprinkler,219.1,22.1,60.9,84.5,2.55,264.6,1.339,372.0,3.542,5.74,1962.4,14.99,9576.06,79202.77,-69626.71,23.6,18.5
168,2021,Zaid,Rice,Chhattisgarh,Medium,2.11,Alluvial,5.89,High-Yield Variety,Sprinkler,87.3,27.7,31.7,124.3,3.6,199.5,1.996,316.0,3.983,8.4,1657.2,6.89,12960.73,86008.87,-73048.14,36.6,25.2
169,2021,Zaid,Groundnut,Odisha,Small,3.14,Clay,5.99,High-Yield Variety,Rainfed,51.3,33.7,48.1,125.7,2.57,161.5,1.493,252.0,2.412,7.57,1475.6,5.55,10550.49,131390.75,-120840.26,21.3,13.9
170,2024,Rabi,Wheat,Odisha,Large,1.91,Loamy,5.93,Traditional,Rainfed,313.7,22.8,62.5,163.0,3.04,210.2,1.762,282.0,,7.07,2047.3,7.15,13438.64,90695.9,-77257.26,33.4,21.0
171,2022,Rabi,Rice,Bihar,Medium,1.93,Loamy,6.59,High-Yield Variety,Drip,150.4,24.1,59.1,113.0,4.09,223.2,2.944,332.0,6.571,12.68,1950.2,7.17,22954.86,88898.42,-65943.56,18.9,19.3
172,2021,Rabi,Soybean,Bihar,Medium,0.85,Alluvial,7.13,High-Yield Variety,Drip,209.0,24.0,60.3,152.9,2.61,180.3,2.507,272.0,4.52,3.84,2047.3,2.0,7704.32,43986.79,-36282.47,25.2,18.9
173,2024,Kharif,Soybean,Assam,Medium,1.7,Loamy,5.97,High-Yield Variety,Borewell,815.0,28.4,88.5,125.2,4.07,561.1,0.688,270.0,3.86,6.56,1779.6,4.58,11138.7,96477.98,-85339.28,40.9,30.8
174,2023,Zaid,Soybean,Bihar,Large,2.95,Alluvial,6.62,Traditional,Rainfed,169.7,33.1,53.5,93.5,3.36,214.8,1.105,450.0,2.373,7.0,1584.7,3.52,10703.01,121362.03,-110659.02,35.7,27.9
175,2024,Zaid,Barley,West Bengal,Small,1.87,Sandy,7.0,Traditional,Canal,148.5,35.2,42.4,144.8,3.56,240.5,1.552,315.0,3.732,6.98,1722.0,3.11,11646.45,82262.75,-70616.3,34.2,23.5
176,2023,Rabi,Wheat,Uttar Pradesh,Medium,1.42,Clay,6.25,High-Yield Variety,Sprinkler,212.1,20.1,49.6,116.1,1.95,273.2,1.754,351.0,4.793,6.81,1849.8,9.45,11406.12,65782.65,-54376.53,4.8,4.8
177,2021,Rabi,Maize,Jharkhand,Medium,3.72,Sandy,6.86,Traditional,Canal,265.9,23.1,48.2,75.3,5.11,341.8,1.701,349.0,5.814,21.63,2208.4,10.96,42532.18,163743.51,-121211.33,32.9,26.5
178,2024,Rabi,Maize,Odisha,Medium,2.12,Sandy,6.6,Traditional,Rainfed,207.5,21.4,57.8,91.6,1.87,161.1,2.959,346.0,4.768,10.11,2069.2,3.92,20099.62,100325.04,-80225.42,31.9,28.8
179,2022,Kharif,Maize,Bihar,Medium,3.26,Sandy,7.5,Traditional,Drip,841.2,29.6,81.1,119.5,3.29,354.6,2.136,292.0,7.572,24.68,1996.3,3.37,47606.64,153483.26,-105876.62,37.1,37.0
180,2023,Kharif,Groundnut,Bihar,Small,2.58,Loamy,5.31,Traditional,Borewell,761.2,29.9,88.4,148.8,0.65,562.6,0.587,320.0,3.302,8.52,,9.96,13998.2,134449.94,-120451.74,55.4,41.0
181,2023,Rabi,Wheat,West Bengal,Medium,1.15,Loamy,5.7,Traditional,Canal,123.1,22.2,51.1,103.9,3.07,273.2,1.71,282.0,4.671,5.37,1752.0,3.05,9120.94,58603.19,-49482.25,25.3,26.2
182,2023,Kharif,Mustard,Jharkhand,Small,2.2,Black,7.25,Traditional,Rainfed,815.6,24.5,78.2,180.1,4.68,312.8,1.011,212.0,3.161,6.95,2049.6,6.01,13388.23,109570.92,-96182.69,35.1,38.4
183,2022,Kharif,Groundnut,Uttar Pradesh,Medium,3.36,Loamy,6.74,Traditional,,773.7,28.1,74.0,138.3,3.97,419.2,1.007,245.0,4.223,14.19,1846.1,0.5,26065.11,160260.16,-134195.05,59.4,40.9
184,2022,Kharif,Rice,Bihar,Small,2.9,Alluvial,6.78,Traditional,Drip,733.5,27.7,87.5,136.6,3.73,359.1,1.835,298.0,6.588,19.11,1855.7,10.09,31885.61,141295.98,-109410.37,44.6,27.2
185,2021,Kharif,Mustard,Punjab,Small,2.7,Black,5.51,High-Yield Variety,Canal,787.6,28.6,78.4,107.7,4.16,482.1,0.593,261.0,2.857,7.71,1935.3,7.62,13783.54,136670.61,-122887.07,54.5,52.9
186,2022,Zaid,Sugarcane,Assam,Large,3.63,Loamy,6.45,High-Yield Variety,Sprinkler,103.0,30.7,41.0,117.5,4.74,208.1,12.657,258.0,26.342,95.62,1818.4,12.04,152931.82,153664.02,-732.2,31.5,31.0
187,2022,Kharif,Soybean,Assam,Large,2.78,Loamy,6.08,Traditional,Rainfed,817.3,28.2,74.1,96.1,3.34,278.0,1.063,362.0,2.954,8.21,1741.1,9.52,12932.93,140197.5,-127264.57,41.6,42.3
188,2024,Rabi,Soybean,Punjab,Small,2.59,Alluvial,6.24,High-Yield Variety,Rainfed,261.5,23.3,45.3,128.9,4.4,185.0,1.631,295.0,3.019,7.82,2312.8,9.77,16318.76,122868.43,-106549.67,23.8,16.0
189,2023,Rabi,Sugarcane,Punjab,Small,4.75,Loamy,6.9,Traditional,Canal,265.9,20.9,61.9,90.8,3.34,393.3,7.919,404.0,31.148,147.95,2192.4,13.61,280209.52,202383.14,77826.38,33.1,23.3
190,2022,Zaid,Mustard,Bihar,Medium,1.28,Sandy,6.61,High-Yield Variety,Sprinkler,150.8,32.5,43.2,131.5,2.31,278.3,0.923,286.0,2.568,3.29,1422.4,4.04,4490.66,55514.29,-51023.63,32.0,26.3
191,2022,Kharif,Maize,Chhattisgarh,Large,1.81,Black,5.83,High-Yield Variety,Drip,805.3,30.1,80.4,127.5,3.55,345.2,1.946,380.0,,12.16,1950.0,8.7,21648.57,100213.09,-78564.52,33.9,36.8
192,2021,Zaid,Barley,Uttar Pradesh,Small,2.47,Black,6.81,High-Yield Variety,,93.3,36.9,47.4,116.1,2.46,164.8,1.713,233.0,2.823,6.97,1836.2,9.24,11615.88,102299.61,-90683.73,30.4,30.6
193,2022,Zaid,Barley,Jharkhand,Small,1.73,Loamy,6.12,High-Yield Variety,Rainfed,52.6,33.6,34.3,118.4,3.98,127.7,1.853,272.0,2.367,4.09,1703.5,8.13,6400.71,72717.8,-66317.09,17.1,18.1
194,2021,Rabi,Mustard,Punjab,Medium,3.19,Sandy,6.84,Traditional,Drip,183.3,16.2,58.0,75.5,4.42,216.0,1.308,289.0,2.826,9.01,1979.1,4.04,17110.64,143311.32,-126200.68,24.8,26.6
195,2023,Rabi,Maize,Assam,Small,1.12,Loamy,6.35,High-Yield Variety,Drip,213.1,24.0,57.1,142.7,3.85,159.1,3.768,146.0,5.996,6.72,1848.7,8.24,11400.24,55762.14,-44361.9,27.4,28.1
196,2021,Kharif,Sugarcane,Assam,Small,4.28,Alluvial,,High-Yield Variety,Drip,846.2,30.7,82.1,156.8,6.09,366.3,10.874,280.0,39.832,170.48,1972.1,8.84,306495.23,210578.84,95916.39,44.7,41.7
197,2022,Kharif,Sugarcane,Uttar Pradesh,Small,1.36,Sandy,6.12,Traditional,Borewell,864.3,26.9,81.8,137.8,5.37,607.6,5.58,368.0,33.906,46.11,1612.4,10.64,66440.2,71695.01,-5254.81,48.5,50.8
198,2021,Rabi,Sugarcane,Uttar Pradesh,Small,2.71,Sandy,6.72,High-Yield Variety,,168.3,21.8,53.6,144.9,3.5,176.7,13.984,254.0,24.708,66.96,,7.78,133863.94,119658.9,14205.04,19.0,18.8
199,2021,Zaid,Barley,Punjab,Medium,2.31,Alluvial,7.09,High-Yield Variety,Drip,69.2,32.9,39.5,116.7,0.83,148.5,2.687,221.0,3.989,9.22,1670.3,5.66,14528.82,100349.02,-85820.2,27.4,25.4
200,2021,Rabi,Groundnut,Bihar,Small,1.53,Clay,7.08,High-Yield Variety,Canal,260.5,21.6,63.8,80.4,1.76,340.3,1.203,364.0,4.093,6.26,2202.1,6.65,12869.17,77416.26,-64547.09,4.1,2.5
201,2021,Zaid,Sugarcane,Uttar Pradesh,Small,5.18,Black,6.51,High-Yield Variety,Sprinkler,127.8,36.6,52.8,144.2,3.79,229.6,11.161,219.0,25.628,132.75,2196.3,6.73,271934.38,200272.03,71662.35,23.2,14.6
202,2024,Kharif,Groundnut,Assam,Small,0.92,Loamy,7.23,High-Yield Variety,Rainfed,718.4,28.2,87.5,132.9,4.98,293.8,1.323,313.0,3.885,3.57,2036.8,10.22,6528.19,52168.25,-45640.06,29.0,31.2
203,2024,Kharif,Maize,Bihar,Small,2.25,Loamy,6.73,High-Yield Variety,Drip,770.0,27.2,83.9,184.5,5.27,356.1,2.081,269.0,7.409,16.67,1847.0,8.47,28182.27,114716.23,-86533.96,39.0,32.5
204,2021,Rabi,Mustard,Uttar Pradesh,Small,0.51,Clay,6.21,Traditional,,207.9,22.0,65.8,139.0,2.46,283.1,1.111,316.0,3.145,1.6,1888.6,7.37,2799.11,31394.3,-28595.19,25.0,16.2
205,2024,Zaid,Rice,Uttar Pradesh,Small,4.23,Black,7.76,High-Yield Variety,Drip,127.7,35.0,49.9,124.5,3.77,146.7,3.65,284.0,5.354,22.65,1632.3,7.95,34034.57,177777.83,-143743.26,21.8,17.0
206,2021,Rabi,Maize,Odisha,Medium,1.69,Black,7.32,High-Yield Variety,Canal,202.9,18.5,51.9,117.5,1.75,309.2,2.025,298.0,6.26,10.58,1851.9,12.21,17200.02,72281.97,-55081.95,35.6,30.2
207,2024,Kharif,Maize,Assam,Large,2.2,Sandy,7.08,High-Yield Variety,Rainfed,781.0,26.6,83.8,105.9,0.96,263.1,1.976,348.0,5.198,11.44,1696.1,9.48,17564.29,109864.93,-92300.64,27.4,27.1
208,2024,Kharif,Sugarcane,Punjab,Small,2.88,Sandy,6.58,High-Yield Variety,Rainfed,708.1,31.4,78.0,133.9,7.0,271.2,10.043,255.0,27.241,78.45,1826.5,7.95,131898.83,141036.98,-9138.15,37.1,27.9
209,2021,Rabi,Groundnut,Odisha,Medium,0.91,Clay,7.58,High-Yield Variety,Canal,208.2,20.6,58.3,127.2,3.19,324.8,1.107,304.0,3.594,3.27,2113.6,6.04,6493.93,42858.26,-36364.33,18.6,14.3
210,2023,Kharif,Sugarcane,Uttar Pradesh,Small,1.66,Alluvial,7.76,High-Yield Variety,Drip,743.0,26.6,72.0,168.6,4.39,325.1,12.357,331.0,,66.69,1611.0,7.75,99112.7,88495.04,10617.66,61.6,63.0
211,2023,Kharif,Soybean,Bihar,Medium,2.46,Black,6.63,High-Yield Variety,Canal,870.7,30.8,69.8,138.2,3.9,492.3,0.964,331.0,4.747,11.68,1655.9,7.96,17802.61,123811.41,-106008.8,39.4,25.0
212,2021,Rabi,Sugarcane,West Bengal,Large,1.24,Clay,6.83,High-Yield Variety,Rainfed,290.7,22.2,55.5,169.7,3.68,204.9,11.776,320.0,24.127,29.92,1841.7,3.65,53092.77,48725.6,4367.17,31.9,20.1
213,2023,Zaid,Wheat,Jharkhand,Small,2.18,Black,7.37,High-Yield Variety,Sprinkler,69.8,34.1,45.2,22.7,3.23,245.7,1.806,327.0,4.437,9.67,1722.8,5.89,15678.83,96558.4,-80879.57,19.0,12.0
214,2022,Kharif,Mustard,Uttar Pradesh,Medium,0.88,Black,6.54,High-Yield Variety,Rainfed,735.2,26.9,81.2,132.1,2.98,269.7,0.768,326.0,2.072,1.82,1866.5,9.35,3079.48,53533.86,-50454.38,42.9,47.2
215,2023,Kharif,Rice,Bihar,Small,1.91,Alluvial,6.38,High-Yield Variety,Sprinkler,834.4,29.9,79.9,193.5,4.35,439.5,1.377,334.0,6.053,11.56,1568.9,10.2,16287.51,98047.91,-81760.4,39.6,33.2
216,2023,Kharif,Soybean,Odisha,Medium,1.12,Alluvial,6.27,Traditional,Sprinkler,854.2,29.1,71.8,114.7,3.47,434.4,0.872,227.0,3.786,4.24,1732.7,6.42,6875.2,72166.21,-65291.01,38.5,24.0
217,2023,Rabi,Maize,West Bengal,Large,2.39,Sandy,6.57,Traditional,Rainfed,247.5,18.1,66.7,97.0,2.42,144.0,3.485,223.0,5.019,12.0,2057.8,4.46,23593.12,103028.57,-79435.45,7.7,5.7
218,2021,Kharif,Barley,Jharkhand,Small,2.16,Black,6.4,Traditional,Canal,819.4,24.8,73.5,141.1,2.75,541.9,0.908,336.0,4.921,10.63,1654.2,5.85,16556.09,114309.98,-97753.89,39.9,33.2
219,2024,Zaid,Rice,West Bengal,Small,1.35,Alluvial,6.7,High-Yield Variety,Rainfed,75.4,38.4,46.2,144.1,2.56,145.2,2.295,356.0,3.331,4.5,1434.5,3.1,6255.53,60225.6,-53970.07,37.8,30.2
220,2021,Rabi,Soybean,Uttar Pradesh,Small,2.06,Alluvial,5.93,Traditional,Canal,207.9,21.7,56.5,110.5,1.08,332.1,1.09,422.0,3.619,7.46,2036.2,6.91,14140.64,97896.81,-83756.17,25.8,25.0
221,2022,Kharif,Rice,Punjab,Medium,1.56,Sandy,6.51,High-Yield Variety,Canal,795.0,28.9,71.9,183.9,4.2,477.5,1.212,244.0,5.786,9.03,1863.3,6.44,15742.66,91149.24,-75406.58,48.6,37.9
222,2021,Kharif,Wheat,Chhattisgarh,Small,2.14,Loamy,6.68,Traditional,Canal,843.0,28.0,80.5,94.8,4.8,569.6,1.041,263.0,5.929,12.69,1784.6,4.59,21608.0,112534.53,-90926.53,40.7,37.3
